0, 0, 0.002131
0, 0, 2.069598
0, 1, 0.002472
0, 1, 2.215258
1, 1, 3185.073945
2, 1, 4173.666735
3, 1, 15390.635309
4, 1, 17409.937900
0, 2, 0.001758
0, 2, 1.862882
5, 2, 11731.812281
6, 2, 20230.077963
7, 2, 30917.156338
8, 2, 68022.090288
0, 3, 0.001759
0, 3, 2.029834
9, 3, 11414.986733
10, 3, 17561.161229
11, 3, 37710.938811
0, 4, 0.000377
0, 4, 1.629108
12, 4, 1549.039984
13, 4, 8523.886082
14, 4, 16052.463463
15, 4, 24787.400269
16, 4, 36544.061004
17, 4, 37793.978609
0, 5, 0.000436
0, 5, 1.608822
18, 5, 1718.509068
19, 5, 2428.751141
20, 5, 8563.301591
21, 5, 22839.980484
22, 5, 27180.265814
23, 5, 88144.727018
0, 6, 0.000402
0, 6, 2.544162
24, 6, 2109.711504
25, 6, 17711.683606
26, 6, 26518.452561
27, 6, 32600.205183
0, 7, 0.000392
0, 7, 2.174146
28, 7, 636.985666
29, 7, 5625.316212
30, 7, 13091.189975
31, 7, 20159.601558
32, 7, 32297.358118
33, 7, 41525.276815
