0, 0, 0.000278
0, 0, 0.992197
1, 0, 885.361013
2, 0, 2173.264873
0, 1, 0.000140
0, 1, 0.412725
0, 2, 0.000114
0, 2, 0.821504
3, 2, 2056.625900
4, 2, 2601.631918
0, 3, 0.000179
0, 3, 0.938046
5, 3, 50.971114
6, 3, 146.158196
0, 4, 0.000142
0, 4, 1.159226
0, 5, 0.000160
0, 5, 0.851769
7, 5, 48.850209
8, 5, 97.877984
0, 5, 111.020626
9, 5, 2157.262383
10, 5, 3858.210578
0, 6, 0.000150
0, 6, 0.977148
11, 6, 502.666964
12, 6, 1496.498822
0, 6, 1741.158044
13, 6, 2631.344953
14, 6, 3856.062050
0, 7, 0.000183
0, 7, 0.924684
15, 7, 1750.761105
