0, 0, 0.000256
0, 0, 1.075341
1, 0, 1129.290826
0, 1, 0.000157
0, 1, 0.534250
2, 1, 8.872045
3, 1, 1124.061623
0, 1, 1321.190486
0, 2, 0.000151
0, 2, 0.994972
4, 2, 1525.858840
0, 3, 0.000135
0, 3, 0.957345
5, 3, 45.381916
6, 3, 77.441725
0, 4, 0.000112
0, 4, 0.937752
7, 4, 41.144611
8, 4, 126.785074
0, 5, 0.000075
0, 5, 0.695734
9, 5, 81.418315
10, 5, 1316.413643
0, 5, 1499.654006
11, 5, 1704.957197
0, 6, 0.000154
0, 6, 0.516588
12, 6, 12.370739
13, 6, 2391.640756
0, 7, 0.000261
0, 7, 0.924956
