0, 0, 0.000111
0, 0, 0.667006
1, 0, 14.050641
2, 0, 34.018354
0, 0, 36.638212
0, 1, 0.000156
0, 1, 0.872240
3, 1, 1278.446113
0, 2, 0.000153
0, 2, 1.079390
4, 2, 4273.448654
5, 2, 5109.703114
6, 2, 6746.975934
0, 3, 0.000121
0, 3, 1.057895
7, 3, 4734.713716
0, 4, 0.000171
0, 4, 1.147955
0, 5, 0.000167
0, 5, 1.201283
8, 5, 45.162460
9, 5, 1421.156802
0, 5, 1882.438511
10, 5, 3744.003629
11, 5, 4255.080131
0, 6, 0.000153
0, 6, 0.593305
12, 6, 11.202672
13, 6, 1839.216413
14, 6, 2439.489959
0, 7, 0.000140
0, 7, 1.115289
15, 7, 41.710581
