0, 0, 0.000147
0, 0, 0.942201
1, 0, 641.010857
0, 1, 0.000081
0, 1, 1.300708
2, 1, 525.612118
0, 2, 0.000080
0, 2, 1.049138
3, 2, 979.097022
4, 2, 1198.617091
0, 3, 0.000086
0, 3, 1.195573
5, 3, 1208.570747
6, 3, 4044.587683
0, 4, 0.000141
0, 4, 1.002625
7, 4, 157.065803
8, 4, 189.656715
0, 5, 0.000149
0, 5, 1.967344
9, 5, 26.232567
10, 5, 53.013508
0, 6, 0.000123
0, 6, 1.566099
11, 6, 495.356395
12, 6, 746.286736
13, 6, 959.247473
0, 7, 0.000082
0, 7, 1.837300
14, 7, 44.065751
15, 7, 89.735673
