0, 0, 0.000165
0, 0, 1.030295
1, 0, 41.838057
2, 0, 153.623302
0, 0, 173.333265
0, 1, 0.000174
0, 1, 1.023931
3, 1, 6485.061566
0, 2, 0.000149
0, 2, 1.081349
0, 3, 0.000223
0, 3, 1.072146
4, 3, 46.638742
5, 3, 84.857705
6, 3, 3566.199729
0, 3, 4306.819956
7, 3, 6939.740317
0, 4, 0.000160
0, 4, 1.092293
8, 4, 66.763795
9, 4, 854.770048
10, 4, 4690.460306
0, 5, 0.000091
0, 5, 0.461342
11, 5, 14.003774
12, 5, 28.012963
0, 5, 30.305384
13, 5, 43.063139
14, 5, 78.687592
0, 5, 85.974367
15, 5, 851.442311
16, 5, 1004.561709
0, 6, 0.000165
0, 6, 0.473737
17, 6, 69.647822
18, 6, 117.172359
0, 7, 0.000517
0, 7, 1.191526
19, 7, 1161.164960
