0, 0, 0.000459
0, 0, 1.701843
1, 0, 4223.916147
2, 0, 4337.961205
3, 0, 8034.042085
0, 1, 0.000587
0, 1, 1.244827
4, 1, 7471.335993
5, 1, 11314.925859
0, 2, 0.000384
0, 2, 1.857292
6, 2, 4454.439740
7, 2, 23293.771526
0, 3, 0.000415
0, 3, 1.034966
8, 3, 6436.451997
9, 3, 33005.619197
0, 4, 0.000341
0, 4, 0.934267
10, 4, 10570.336959
11, 4, 16457.763104
0, 5, 0.000389
0, 5, 1.273691
12, 5, 5594.584273
13, 5, 9690.915856
14, 5, 11698.948030
15, 5, 46974.464860
0, 6, 0.000343
0, 6, 1.084969
16, 6, 11293.621334
17, 6, 13213.891208
18, 6, 15152.529131
0, 7, 0.000436
0, 7, 1.029609
19, 7, 4635.097886
20, 7, 16645.178670
21, 7, 31062.340114
